社員ID,10年定着ラベル
E000002,0.6619112224227562
E000003,0.4236814657827067
E000004,0.5708332407834764
E000006,0.5463769727803091
E000009,0.5498573882564681
E000012,0.5250817269041371
E000016,0.4101053467536072
E000017,0.6079021868057177
E000018,0.42264678882270734
E000019,0.4912080771259598
E000020,0.7673638795472417
E000021,0.5791955367427442
E000024,0.5021149685435923
E000028,0.42264678882270734
E000029,0.5717935538267828
E000030,0.6904723319490744
E000032,0.5764403573385604
E000033,0.669600254700597
E000034,0.6103234453463247
E000035,0.6366474948220895
E000040,0.5982433769639688
E000044,0.4995049973460407
E000046,0.563877132724578
E000048,0.526794125402921
E000050,0.7687839954474254
E000051,0.58451082983153
E000053,0.5250817269041371
E000055,0.4195532558713306
E000056,0.5463769727803091
E000057,0.4101053467536072
E000058,0.7687839954474254
E000061,0.4979201690396797
E000062,0.43563095672805
E000063,0.4720878902697089
E000065,0.41516143698609614
E000067,0.4979201690396797
E000070,0.42873755601519564
E000075,0.7687839954474254
E000077,0.5794394618931181
E000080,0.45670336642125114
E000081,0.5450480573693035
E000083,0.5021149685435923
E000084,0.526794125402921
E000085,0.5463769727803091
E000087,0.41516143698609614
E000089,0.4958782589223596
E000092,0.5450480573693035
E000094,0.4144971656388417
E000097,0.41516143698609614
E000098,0.42873755601519564
E000100,0.41245581119448527
E000101,0.6666356555079609
E000103,0.6193105708438693
E000104,0.6351542792575227
E000107,0.5801818868038957
E000108,0.4383586899676074
E000111,0.45991755321630623
E000112,0.669600254700597
E000116,0.7673638795472417
E000120,0.5021149685435923
E000121,0.41516143698609614
E000122,0.620281371449469
E000124,0.48034966126753686
E000125,0.7673638795472417
E000126,0.535445395495054
E000127,0.48116034291365306
E000128,0.45670336642125114
E000130,0.49362504449836214
E000131,0.5450480573693035
E000137,0.5999271566401013
E000138,0.41516143698609614
E000144,0.6713014634511751
E000146,0.6208122847628437
E000147,0.4919284376727586
E000148,0.5250817269041371
E000150,0.4886564572088029
E000151,0.42873755601519564
E000153,0.5450480573693035
E000154,0.570940645977329
E000155,0.43328676112596237
E000157,0.4720878902697089
E000159,0.48034966126753686
E000162,0.5485125095780152
E000164,0.42873755601519564
E000166,0.4101053467536072
E000167,0.4829069139065931
E000168,0.7673638795472417
E000169,0.41516143698609614
E000175,0.4101053467536072
E000178,0.7642933297683494
E000181,0.5502592395612795
E000182,0.5988485503517793
E000186,0.43328676112596237
E000187,0.5015469139459077
E000188,0.5630863473487823
E000189,0.5721666387373002
E000191,0.6144814351200931
E000207,0.6030674130493154
E000208,0.4720878902697089
E000209,0.5306491016055368
E000214,0.5593153536854522
E000217,0.5968745381037576
E000218,0.4236814657827067
E000219,0.6208122847628437
E000223,0.4837755299643827
E000227,0.648409801962624
E000230,0.41516143698609614
E000232,0.6146255250161888
E000234,0.43563095672805
