社員ID,10年定着ラベル
E000002,0.6621741950511932
E000003,0.4235800877213478
E000004,0.5232934728264809
E000006,0.5042878165841103
E000009,0.5564948618412018
E000012,0.4823111966252327
E000016,0.4236322268843651
E000017,0.7036178186535835
E000018,0.4237123429775238
E000019,0.4804042652249336
E000020,0.8081893473863602
E000021,0.5499323159456253
E000024,0.4984327629208565
E000028,0.4237123429775238
E000029,0.6996984332799911
E000030,0.7100427448749542
E000032,0.5334321707487106
E000033,0.8296778202056885
E000034,0.6300713196396828
E000035,0.6161836683750153
E000040,0.6541011780500412
E000044,0.5068585425615311
E000046,0.6839009821414948
E000048,0.507985346019268
E000050,0.8787475079298019
E000051,0.6907443031668663
E000053,0.4823111966252327
E000055,0.4819488897919655
E000056,0.46092452853918076
E000057,0.42398450523614883
E000058,0.822705864906311
E000061,0.5528937801718712
E000062,0.43785232305526733
E000063,0.486183300614357
E000065,0.4806915670633316
E000067,0.5562132000923157
E000070,0.4692479893565178
E000075,0.8126425445079803
E000077,0.5552638918161392
E000080,0.4944593533873558
E000081,0.5138203054666519
E000083,0.5002577677369118
E000084,0.510207861661911
E000085,0.46584704518318176
E000087,0.48006486147642136
E000089,0.5080643743276596
E000092,0.5241812914609909
E000094,0.4301570653915405
E000097,0.4804089143872261
E000098,0.48000412434339523
E000100,0.3987847864627838
E000101,0.6552979648113251
E000103,0.664340078830719
E000104,0.6200804114341736
E000107,0.5502816289663315
E000108,0.48251550644636154
E000111,0.4488908722996712
E000112,0.8249195963144302
E000116,0.8817570805549622
E000120,0.4978811964392662
E000121,0.4816006049513817
E000122,0.6729990392923355
E000124,0.5388570874929428
E000125,0.9913718402385712
E000126,0.543385773897171
E000127,0.5461055710911751
E000128,0.4565137028694153
E000130,0.45774751156568527
E000131,0.4945881590247154
E000137,0.5602784603834152
E000138,0.4806915670633316
E000144,0.6991186290979385
E000146,0.8230772763490677
E000147,0.51421108096838
E000148,0.5177298188209534
E000150,0.5163861215114594
E000151,0.48000412434339523
E000153,0.5075924918055534
E000154,0.5599265694618225
E000155,0.43489015102386475
E000157,0.4452303797006607
E000159,0.4978650286793709
E000162,0.5050949603319168
E000164,0.4808604195713997
E000166,0.42398450523614883
E000167,0.5183399990200996
E000168,0.8416797965764999
E000169,0.4807598441839218
E000175,0.42860453575849533
E000178,0.8791099786758423
E000181,0.5180083140730858
E000182,0.5650886297225952
E000186,0.43489015102386475
E000187,0.5515597462654114
E000188,0.5212166607379913
E000189,0.5273812338709831
E000191,0.6727405488491058
E000207,0.7094547599554062
E000208,0.44152264297008514
E000209,0.5253082141280174
E000214,0.555190309882164
E000217,0.5910569503903389
E000218,0.41948967427015305
E000219,0.8000398725271225
E000223,0.5096580237150192
E000227,0.7939639836549759
E000230,0.48030679672956467
E000232,0.6305987611413002
E000234,0.43785232305526733
E000235,0.5378677546977997
E000236,0.47100716084241867
E000238,0.5342945232987404
E000242,0.5804538428783417
E000246,0.5736874639987946
E000249,0.48026154190301895
E000252,0.6657562106847763
E000253,0.6617076098918915
E000256,0.5767053589224815
E000257,0.5196366757154465
E000262,0.5475550815463066
E000264,0.6386617422103882
E000265,0.6146050840616226
E000269,0.4714553952217102
E000270,0.7100530117750168
E000271,0.5863689109683037
E000272,0.5180083140730858
E000275,0.5596439614892006
E000276,0.6508056223392487
E000277,0.7291190326213837
E000278,0.5002577677369118
E000281,0.7115345001220703
E000282,0.48026154190301895
E000284,0.5553310140967369
E000285,0.908620148897171
E000288,0.4977108910679817
E000289,0.4323588162660599
E000291,0.4944593533873558
E000292,0.56778883934021
E000294,0.7892783433198929
E000295,0.4978650286793709
E000298,0.44152264297008514
E000299,0.8252660483121872
E000301,0.56778883934021
E000302,0.665604256093502
E000304,0.48006486147642136
E000315,0.4823111966252327
E000316,0.43489015102386475
E000321,0.5207394659519196
E000323,0.4225592538714409
E000324,0.4235800877213478
E000328,0.48112712800502777
E000331,0.5370300933718681
E000332,0.7521786168217659
E000333,0.4236322268843651
E000337,0.48692537099123
E000339,0.4452303797006607
E000342,0.6682589873671532
E000343,0.48216088116168976
E000344,0.5499323159456253
E000345,0.42860453575849533
E000346,0.9051884561777115
E000348,0.7409573197364807
E000350,0.4995265379548073
E000352,0.5076189339160919
E000359,0.44152264297008514
E000361,0.5477109923958778
E000362,0.5146359503269196
E000363,0.4565137028694153
E000366,0.47868262231349945
E000367,0.5893215462565422
E000368,0.43785232305526733
E000370,0.6050126254558563
E000372,0.5138203054666519
E000373,0.5075924918055534
E000376,0.6381827816367149
E000378,0.6328322216868401
E000379,0.46092452853918076
E000380,0.5565586164593697
E000383,0.4998248592019081
E000384,0.5301307141780853
E000386,0.6966414302587509
E000387,0.7143660634756088
E000391,0.4816006049513817
E000394,0.46092452853918076
E000395,0.5520862862467766
E000396,0.7124315798282623
E000402,0.80608269572258
E000405,0.5112419277429581
E000412,0.49792640656232834
E000414,0.5637319386005402
E000415,0.6268868073821068
E000417,0.6589160412549973
E000418,0.4237123429775238
E000420,0.5071676149964333
E000425,0.48030679672956467
E000426,0.4235800877213478
E000427,0.5146359503269196
E000428,0.4993499219417572
E000430,0.607953242957592
E000432,0.5253082141280174
E000433,0.6256615817546844
E000435,0.6464885026216507
E000437,0.7146638929843903
E000438,0.6424965262413025
E000442,0.44152264297008514
E000448,0.4323588162660599
E000451,0.48006486147642136
E000452,0.42860453575849533
E000454,0.42361919581890106
E000456,0.46092452853918076
E000460,0.6408428326249123
E000462,0.4945881590247154
E000472,0.507507212460041
E000475,0.5112419277429581
E000477,0.5147596001625061
E000478,0.5146359503269196
E000485,0.5564762130379677
E000492,0.5075924918055534
E000493,0.45239266753196716
E000496,0.5138203054666519
E000498,0.7458541989326477
E000499,0.5564063340425491
E000502,0.45239266753196716
E000503,0.5388570874929428
E000504,0.6816848069429398
E000511,0.5502816289663315
E000513,0.6271206513047218
E000514,0.4978811964392662
E000515,0.5128820016980171
E000517,0.7273474931716919
E000520,0.5010700672864914
E000525,0.4323588162660599
E000528,0.5241812914609909
E000531,0.48000412434339523
E000536,0.4236322268843651
E000537,0.5772477015852928
E000539,0.5146359503269196
E000542,0.6890043243765831
E000543,0.5599265694618225
E000544,0.5468627139925957
E000547,0.48000412434339523
E000550,0.6944459974765778
E000551,0.6441891118884087
E000552,0.4452303797006607
E000554,0.5502816289663315
E000555,0.4765760749578476
E000556,0.8277037739753723
E000557,0.7179992273449898
E000559,0.771497517824173
E000565,0.5026448369026184
E000567,0.48026154190301895
E000568,0.8272483795881271
E000569,0.4236322268843651
E000573,0.4237123429775238
E000582,0.47100716084241867
E000584,0.42361919581890106
E000587,0.48692537099123
E000588,0.47868262231349945
E000590,0.5502816289663315
E000592,0.5057108700275421
E000595,0.7093811631202698
E000596,0.6556705459952354
E000597,0.5044189020991325
E000599,0.4452303797006607
E000600,0.8451898396015167
E000602,0.5574072599411011
E000604,0.642008364200592
E000610,0.48112712800502777
E000611,0.5031597763299942
E000612,0.4236322268843651
E000613,0.5893215462565422
E000614,0.4804089143872261
