社員ID,10年定着ラベル
E000002,0.717708982527256
E000003,0.3725546635687351
E000004,0.46340929716825485
E000006,0.5209681689739227
E000009,0.43586520105600357
E000012,0.47383441776037216
E000016,0.3805600255727768
E000017,0.6648982390761375
E000018,0.37376272305846214
E000019,0.4185671806335449
E000020,0.7838599532842636
E000021,0.5933307036757469
E000024,0.3165269233286381
E000028,0.37376272305846214
E000029,0.7071771770715714
E000030,0.6849441230297089
E000032,0.513406790792942
E000033,0.7748936116695404
E000034,0.6490968763828278
E000035,0.5920684561133385
E000040,0.6176400929689407
E000044,0.35498999804258347
E000046,0.6425204202532768
E000048,0.4102320671081543
E000050,0.8451451510190964
E000051,0.6693478003144264
E000053,0.47383441776037216
E000055,0.5082031115889549
E000056,0.44369369000196457
E000057,0.38250163942575455
E000058,0.8289755880832672
E000061,0.3533802404999733
E000062,0.4014086350798607
E000063,0.5136238187551498
E000065,0.5010971501469612
E000067,0.3827313929796219
E000070,0.4583885669708252
E000075,0.8145772963762283
E000077,0.5517239645123482
E000080,0.5157030522823334
E000081,0.504439190030098
E000083,0.3217298425734043
E000084,0.4232086166739464
E000085,0.4515595883131027
E000087,0.49509450048208237
E000089,0.3850020244717598
E000092,0.5420554429292679
E000094,0.39094890281558037
E000097,0.49229395389556885
E000098,0.4824210815131664
E000100,0.34303268045186996
E000101,0.7121746242046356
E000103,0.6511819213628769
E000104,0.6890994533896446
E000107,0.5462940335273743
E000108,0.511257104575634
E000111,0.4204023629426956
E000112,0.7412440404295921
E000116,0.8608772605657578
E000120,0.30676754377782345
E000121,0.5059294924139977
E000122,0.6736061573028564
E000124,0.5007947161793709
E000125,0.9227843731641769
E000126,0.5597604736685753
E000127,0.5056257545948029
E000128,0.4362211227416992
E000130,0.42267508059740067
E000131,0.4866137206554413
E000137,0.49208706617355347
E000138,0.5010971501469612
E000144,0.713187962770462
E000146,0.7541017979383469
E000147,0.47924989461898804
E000148,0.5343266203999519
E000150,0.4768494516611099
E000151,0.4824210815131664
E000153,0.4985259994864464
E000154,0.6046197414398193
