社員ID,10年定着ラベル
E000002,0.6868360698843714
E000003,0.42557225181307967
E000004,0.5567607285329003
E000006,0.5265349427702456
E000009,0.5596055351946181
E000012,0.5174406310465414
E000016,0.4170188505403691
E000017,0.6420790036645087
E000018,0.42557225181307967
E000019,0.47781105987314
E000020,0.8250881736801929
E000021,0.5761049026164025
E000024,0.5437470218113922
E000028,0.42557225181307967
E000029,0.6127256265379989
E000030,0.7166577190285919
E000032,0.5566438679792847
E000033,0.6701532355022315
E000034,0.6368396725500262
E000035,0.6212398420797661
E000040,0.6213161653477485
E000044,0.5245315366188829
E000046,0.6030210059957548
E000048,0.5399743874378418
E000050,0.8026891057155975
E000051,0.6153383190052136
E000053,0.5174406310465414
E000055,0.4176823650298119
E000056,0.523245158175473
E000057,0.4170188505403691
E000058,0.8152341975644102
E000061,0.5306441564394425
E000062,0.4260325638961062
E000063,0.4505471250959925
E000065,0.4210339155071941
E000067,0.5284623649567224
E000070,0.4299024178476285
E000075,0.8152341975644102
E000077,0.5748299424954669
E000080,0.44708150945685776
E000081,0.526314008270836
E000083,0.5437470218113922
E000084,0.5399743874378418
E000085,0.5269070711522755
E000087,0.4210339155071941
E000089,0.5198970367107856
E000092,0.5253019231370194
E000094,0.41366730006298685
E000097,0.4210339155071941
E000098,0.4295954289834893
E000100,0.40082501254275976
E000101,0.6630520590296907
E000103,0.6211355634395394
E000104,0.6531108729953019
E000107,0.575050682138555
E000108,0.42969468035997854
E000111,0.44764429197398226
E000112,0.6788722670275595
E000116,0.8250881736801929
E000120,0.5437470218113922
E000121,0.4176823650298119
E000122,0.6227539494968679
E000124,0.4837688280926994
E000125,0.8250881736801929
E000126,0.5315134389115415
E000127,0.4876262356681951
E000128,0.44727839279096737
E000130,0.47674686694773494
E000131,0.524808210219708
E000137,0.5816780742658312
E000138,0.4210339155071941
E000144,0.6892024919483377
E000146,0.6564353415903017
E000147,0.4911107893191826
E000148,0.5160399490621452
E000150,0.4911107893191826
