社員ID,10年定着ラベル
E000002,0.7075067877727671
E000003,0.41760182678337016
E000004,0.6124860012301503
E000006,0.6315342257462527
E000009,0.620266805603632
E000012,0.5732614868101285
E000016,0.15086258262153515
E000017,0.603641492306642
E000018,0.3610596646849328
E000019,0.44731953301294347
E000020,0.8607919398721294
E000021,0.534646112044416
E000024,0.49380017893472106
E000028,0.3610596646849328
E000029,0.45068628703906327
E000030,0.8527313053115584
E000032,0.5760003117959189
E000033,0.87982605668937
E000034,0.9437002751587029
E000035,0.6580449937618001
E000040,0.3690698117398921
E000044,0.43289650078428454
E000046,0.49370917730995867
E000048,0.7143241951360901
E000050,0.9971641981648867
E000051,0.6610470042511027
E000053,0.5732614868101285
E000055,0.4341429412547482
E000056,0.5738709357183462
E000057,0.14710638097433468
E000058,0.9979922488563684
E000061,0.17541010948062463
E000062,0.3567784695114777
E000063,0.4659848917908578
E000065,0.33835576483919266
E000067,0.39023081146112526
E000070,0.3644570706240422
E000075,0.998600080384318
E000077,0.5331693781949879
E000080,0.37522720465839476
E000081,0.5918172701954972
E000083,0.6138355191731825
E000084,0.4265775534249559
E000085,0.6617781248658514
E000087,0.2211611338833603
E000089,0.5121056402944411
E000092,0.5844287249592633
E000094,0.25497678719370015
E000097,0.18697701705967804
E000098,0.48799431526851184
E000100,0.24871651992577742
E000101,0.9125431121259648
E000103,0.6513989143342722
E000104,0.8746553092284178
E000107,0.7409179964194079
E000108,0.4533796888269176
E000111,0.48037074109759353
E000112,0.46854991143240554
E000116,0.9634885771422526
E000120,0.4290107949776454
E000121,0.3722968749395264
E000122,0.758045627769023
E000124,0.32620077828024385
E000125,0.8666137809312323
E000126,0.47905941202299857
E000127,0.44154967765223396
E000128,0.41999341068249185
E000130,0.44129446149454393
E000131,0.5295929613637314
E000137,0.7092750252379644
E000138,0.33835576483919266
E000144,0.5020554485971611
E000146,0.4479909556161634
E000147,0.5696580628420732
E000148,0.3071412458025261
E000150,0.34321327451672556
E000151,0.48799431526851184
E000153,0.5556112647271165
E000154,0.6471926178175578
E000155,0.32956608382159586
E000157,0.5595402104106416
E000159,0.6406195541381177
E000162,0.4870582807708387
E000164,0.4792616640275652
E000166,0.14710638097433468
E000167,0.5274374179568534
E000168,0.9845808763313075
E000169,0.20297267872465843
E000175,0.3061770587681135
E000178,0.8860713850197807
E000181,0.451837628661882
E000182,0.6118202236354194
E000186,0.32956608382159586
E000187,0.30238801079363503
E000188,0.5548184236756439
E000189,0.6111700287132587
E000191,0.9560878652963554
E000207,0.8721211133705007
E000208,0.4734923076153632
E000209,0.43841290232405317
E000214,0.5197889749173015
E000217,0.6828567718515104
E000218,0.26223331504753444
E000219,0.4924249008820288
E000223,0.5498767176891666
E000227,0.6733994484075131
E000230,0.4308862522627981
E000232,0.6648202617560743
E000234,0.3567784695114777
E000235,0.3941923951625824
E000236,0.5717296077402615
E000238,0.7099512946441061
E000242,0.4136078978888307
E000246,0.07223422552195898
E000249,0.22328251961345041
E000252,0.49800377625282854
E000253,0.7988411266836264
E000256,0.5595377987650229
E000257,0.5869208629149353
E000262,0.5872232801131206
E000264,0.7767527912651284
E000265,0.7245849365216446
E000269,0.3777343038995612
E000270,0.8666137809312323
E000271,0.727638879581483
E000272,0.451837628661882
E000275,0.6273681744318906
E000276,0.11629386381962303
E000277,0.5462912900275148
E000278,0.6138355191731825
E000281,0.6661547639155208
E000282,0.22328251961345041
E000284,0.2085482244896214
E000285,0.7161405478986905
E000288,0.49380017893472106
E000289,0.17605852438822228
E000291,0.37522720465839476
E000292,0.5001998738807796
E000294,0.543395393943868
E000295,0.6406195541381177
E000298,0.4734923076153632
E000299,0.9391887897472793
E000301,0.5001998738807796
E000302,0.5728616573834391
E000304,0.2211611338833603
E000315,0.5732614868101285
E000316,0.32956608382159586
E000321,0.651491289357324
E000323,0.3078293907435141
E000324,0.41760182678337016
E000328,0.3513729795101572
E000331,0.5097947235499618
E000332,0.6419539615646872
E000333,0.15086258262153515
E000337,0.5036075376649127
E000339,0.5595402104106416
E000342,0.6261543907487807
E000343,0.40896996883143577
E000344,0.534646112044416
E000345,0.3061770587681135
E000346,0.9096758186341624
E000348,0.8992577251165889
E000350,0.15092173209044785
E000352,0.4171693422374861
E000359,0.4734923076153632
E000361,0.5449898861043821
E000362,0.474721787136938
E000363,0.41999341068249185
E000366,0.3652018122708516
E000367,0.49123208903898496
E000368,0.3567784695114777
E000370,0.7229674116353565
E000372,0.5918172701954972
E000373,0.5556112647271165
E000376,0.6417776104922949
E000378,0.5154580576850358
E000379,0.5738709357183462
E000380,0.4137481185823978
E000383,0.28902406761785426
E000384,0.6625642126862518
E000386,0.913819328492331
E000387,0.7702113959001741
E000391,0.3722968749395264
E000394,0.5738709357183462
E000395,0.24582837864307686
E000396,0.6557409959064726
E000402,0.6340396370733314
E000405,0.5128199369823132
E000412,0.30928286337758415
E000414,0.6858130177334267
E000415,0.30503786753582157
E000417,0.5502784252003731
E000418,0.3610596646849328
E000420,0.4555253927938518
E000425,0.4308862522627981
E000426,0.41760182678337016
E000427,0.474721787136938
E000428,0.28474757776854154
E000430,0.37694173373015516
E000432,0.43841290232405317
E000433,0.821939883689718
E000435,0.3341108142823157
E000437,0.8347993862121359
E000438,0.42995281764769255
E000442,0.4734923076153632
E000448,0.17605852438822228
E000451,0.2211611338833603
E000452,0.3061770587681135
E000454,0.15215629863950877
E000456,0.5738709357183462
E000460,0.8940090060689753
E000462,0.5295929613637314
E000472,0.38120794390226254
E000475,0.5128199369823132
E000477,0.20516385538498208
E000478,0.474721787136938
E000485,0.6741791154193744
E000492,0.5556112647271165
E000493,0.40565069697589085
E000496,0.5918172701954972
E000498,0.5570901563750911
E000499,0.6688292770120413
E000502,0.40565069697589085
E000503,0.32620077828024385
E000504,0.7720145883941503
E000511,0.7409179964194079
E000513,0.7103039410048981
E000514,0.4290107949776454
E000515,0.5166071040830729
E000517,0.5461566081517379
E000520,0.5805692627331246
E000525,0.17605852438822228
E000528,0.5844287249592633
E000531,0.48799431526851184
E000536,0.15086258262153515
E000537,0.6440642691771887
E000539,0.474721787136938
E000542,0.7097618157855209
E000543,0.6471926178175578
E000544,0.46939650015721796
E000547,0.48799431526851184
E000550,0.8694323391068058
E000551,0.6323573200256937
E000552,0.5595402104106416
E000554,0.7409179964194079
E000555,0.5325347770950305
E000556,0.27486780402035654
E000557,0.9933525903828371
E000559,0.8922312931649952
E000565,0.44479690201379163
E000567,0.22328251961345041
E000568,0.9716281029603349
E000569,0.15086258262153515
E000573,0.3610596646849328
E000582,0.5717296077402615
E000584,0.15215629863950877
E000587,0.5036075376649127
E000588,0.3652018122708516
E000590,0.7409179964194079
E000592,0.5380027596242001
E000595,0.8771138323529355
E000596,0.3914552064885427
E000597,0.5602564190913025
E000599,0.5595402104106416
E000600,0.9689668419802844
E000602,0.6368070391786125
E000604,0.8470814687178162
E000610,0.3513729795101572
E000611,0.6285556834791535
E000612,0.15086258262153515
E000613,0.49123208903898496
E000614,0.18697701705967804
E000616,0.6887819479621835
E000617,0.43841290232405317
E000620,0.17605852438822228
E000621,0.7409012262900765
E000624,0.456223027516223
E000625,0.14710638097433468
E000627,0.43557825037379405
E000631,0.4093209945569266
E000632,0.48069710756961603
E000634,0.8952324894185336
E000638,0.14710638097433468
E000639,0.5295929613637314
E000645,0.37522720465839476
E000648,0.8172846500473631
E000649,0.3071412458025261
E000650,0.5732614868101285
E000651,0.6596554376104535
E000652,0.38661430366979027
E000655,0.4585053262794401
E000660,0.40896996883143577
E000661,0.2211611338833603
E000664,0.3610596646849328
E000667,0.49380017893472106
E000668,0.9859259045608698
E000671,0.4341429412547482
E000672,0.3692148286197406
E000677,0.31339634638382785
E000679,0.17605852438822228
E000680,0.6858130177334267
E000681,0.42054000670896685
E000683,0.7278690498097116
E000685,0.6625642126862518
E000687,0.771031340901032
E000690,0.20297267872465843
E000691,0.5325347770950305
E000696,0.48374746894952614
E000698,0.6762273107799751
E000699,0.7708489194295343
E000701,0.3409008832832663
E000703,0.31706407092572114
E000706,0.9058745727964093
E000708,0.20297267872465843
E000709,0.21255444903772383
E000711,0.6305707486561258
E000712,0.32658101379765697
E000714,0.4734923076153632
E000717,0.5185430014475245
